,DEPTH,ROP,GR,CALI,BS,RD,RT,RM,NPHI,RHOB,DRHO,DT,PEF,label
24240,2612.5,15.06,69.974,8.578,8.5,0.687,0.659,0.659,0.433,2.276,0.051,113.383,7.029,0
24241,2612.6,15.036,67.368,8.578,8.5,0.698,0.644,0.644,0.417,2.278,0.05,115.46,6.997,0
24242,2612.7,15.013,65.561,8.578,8.5,0.711,0.664,0.664,0.41,2.278,0.048,117.219,6.961,0
24243,2612.8,15.028,67.43,8.578,8.5,0.75,0.697,0.697,0.41,2.279,0.047,118.49,6.951,0
24244,2612.9,15.044,72.941,8.578,8.5,0.765,0.723,0.723,0.411,2.284,0.047,119.321,6.971,0
24245,2613.0,15.059,77.084,8.648,8.5,0.782,0.727,0.727,0.41,2.293,0.047,118.598,7.009,0
24246,2613.1,15.068,80.62,8.672,8.5,0.79,0.751,0.751,0.41,2.304,0.048,117.079,7.072,0
24247,2613.2,15.076,83.013,8.625,8.5,0.849,0.8,0.8,0.405,2.316,0.05,114.753,7.183,0
24248,2613.3,15.084,82.219,8.625,8.5,0.891,0.852,0.852,0.39,2.326,0.052,111.874,7.296,0
24249,2613.4,15.076,79.7,8.648,8.5,0.928,0.871,0.871,0.357,2.337,0.051,108.728,7.328,0
24250,2613.5,15.068,71.057,8.625,8.5,0.969,0.997,0.997,0.308,2.353,0.05,105.274,7.209,0
24251,2613.6,15.06,60.059,8.672,8.5,1.181,1.533,1.533,0.257,2.377,0.052,102.333,6.966,0
24252,2613.7,15.051,50.296,8.648,8.5,1.429,2.42,2.42,0.222,2.406,0.061,99.042,6.732,0
24253,2613.8,15.043,50.038,8.672,8.5,1.522,2.988,2.988,0.219,2.428,0.076,95.166,6.629,0
24254,2613.9,15.034,53.308,8.602,8.5,1.544,4.011,4.011,0.234,2.431,0.084,93.034,6.715,0
24255,2614.0,14.158,53.56,8.625,8.5,1.464,3.886,3.886,0.251,2.416,0.079,92.239,7.011,0
24256,2614.1,13.282,53.418,8.625,8.5,1.357,2.499,2.499,0.269,2.402,0.066,93.445,7.529,0
24257,2614.2,12.407,55.581,8.672,8.5,1.357,2.24,2.24,0.279,2.402,0.058,97.649,8.153,0
24258,2614.3,12.534,55.123,8.727,8.5,1.421,2.831,2.831,0.279,2.419,0.059,102.531,8.675,0
24259,2614.4,12.66,54.192,8.703,8.5,1.364,2.951,2.951,0.288,2.438,0.068,107.545,8.843,0
24260,2614.5,12.785,54.842,8.828,8.5,1.256,2.272,2.272,0.297,2.447,0.077,109.848,8.596,0
24261,2614.6,12.595,58.324,8.703,8.5,1.162,1.894,1.894,0.316,2.445,0.083,110.829,8.172,0
24262,2614.7,12.406,63.245,8.703,8.5,1.033,1.441,1.441,0.345,2.437,0.089,110.188,7.866,0
24263,2614.8,12.216,68.619,8.649,8.5,0.838,0.822,0.822,0.355,2.424,0.092,108.601,7.746,0
24264,2614.9,12.176,73.169,8.875,8.5,0.762,0.637,0.637,0.332,2.406,0.091,106.797,7.655,0
24265,2615.0,12.137,71.393,8.765,8.5,0.821,0.752,0.752,0.315,2.384,0.089,105.473,7.363,0
24266,2615.1,12.098,63.77,8.703,8.5,0.884,0.884,0.884,0.287,2.363,0.085,103.602,6.867,0
24267,2615.2,12.349,54.273,8.601,8.5,0.877,0.819,0.819,0.273,2.343,0.079,101.23,6.345,0
24268,2615.3,12.6,48.191,8.547,8.5,0.933,0.922,0.922,0.265,2.327,0.068,97.57,6.058,0
24269,2615.4,12.849,46.374,8.578,8.5,1.058,1.056,1.056,0.262,2.322,0.055,93.894,6.119,0
24270,2615.5,11.871,50.397,8.648,8.5,1.087,1.009,1.009,0.273,2.337,0.05,90.216,6.431,0
24271,2615.6,10.893,54.23,8.625,8.5,1.137,1.087,1.087,0.297,2.364,0.056,86.587,6.802,0
24272,2615.7,9.916,55.328,8.625,8.5,1.265,1.452,1.452,0.317,2.39,0.063,83.424,7.105,0
24273,2615.8,9.688,54.808,8.625,8.5,1.379,1.577,1.577,0.318,2.401,0.062,80.533,7.286,0
24274,2615.9,9.459,51.61,8.672,8.5,1.746,3.062,3.062,0.286,2.409,0.049,76.88,7.349,0
24275,2616.0,9.229,48.407,8.578,8.5,1.848,3.356,3.356,0.255,2.416,0.035,73.24,7.413,0
24276,2616.1,7.619,43.329,8.578,8.5,1.956,4.046,4.046,0.202,2.448,0.029,69.613,7.387,0
24277,2616.2,6.01,39.502,8.578,8.5,2.094,4.448,4.448,0.158,2.493,0.035,66.079,7.301,0
24278,2616.3,4.403,40.732,8.578,8.5,2.127,4.595,4.595,0.138,2.535,0.051,63.612,7.179,0
24279,2616.4,4.131,45.895,8.578,8.5,2.075,4.232,4.232,0.15,2.56,0.072,62.244,7.068,0
24280,2616.5,3.859,56.418,8.578,8.5,1.893,3.341,3.341,0.188,2.56,0.09,62.409,6.996,0
24281,2616.6,3.591,66.51,8.578,8.5,1.525,2.163,2.163,0.242,2.531,0.098,63.283,6.923,0
24282,2616.7,4.755,72.817,8.578,8.5,1.252,1.277,1.277,0.295,2.483,0.094,64.982,6.804,0
24283,2616.8,5.92,71.173,8.547,8.5,1.106,1.023,1.023,0.331,2.429,0.085,66.356,6.615,0
24284,2616.9,7.084,65.841,8.547,8.5,1.007,0.906,0.906,0.346,2.379,0.076,68.078,6.39,0
24285,2617.0,8.317,61.576,8.547,8.5,0.893,0.779,0.779,0.348,2.336,0.071,70.373,6.176,0
24286,2617.1,9.549,55.87,8.562,8.5,0.797,0.66,0.66,0.344,2.296,0.066,72.629,6.0,0
24287,2617.2,10.782,50.066,8.547,8.5,0.74,0.594,0.594,0.343,2.261,0.062,75.558,5.878,0
24288,2617.3,11.99,47.983,8.547,8.5,0.708,0.55,0.55,0.335,2.236,0.057,79.751,5.803,0
24289,2617.4,13.199,44.291,8.547,8.5,0.699,0.551,0.551,0.323,2.224,0.053,83.436,5.779,0
24290,2617.5,14.406,41.597,8.547,8.5,0.7,0.552,0.552,0.312,2.226,0.049,87.213,5.797,0
24291,2617.6,14.529,42.608,8.547,8.5,0.705,0.559,0.559,0.304,2.237,0.047,91.456,5.82,0
24292,2617.7,14.652,45.231,8.547,8.5,0.736,0.618,0.618,0.3,2.257,0.047,94.427,5.808,0
24293,2617.8,14.775,45.908,8.547,8.5,0.749,0.67,0.67,0.293,2.278,0.05,96.718,5.759,0
24294,2617.9,14.792,46.724,8.547,8.5,0.772,0.696,0.696,0.288,2.297,0.055,98.077,5.751,0
24295,2618.0,14.809,48.215,8.547,8.5,0.791,0.705,0.705,0.294,2.311,0.056,97.895,5.876,0
24296,2618.1,14.826,55.312,8.547,8.5,0.819,0.736,0.736,0.315,2.32,0.054,96.893,6.159,0
24297,2618.2,14.843,66.182,8.547,8.5,0.898,0.856,0.856,0.349,2.327,0.047,94.942,6.521,0
24298,2618.3,14.86,75.193,8.547,8.5,0.966,0.971,0.971,0.381,2.336,0.041,92.709,6.823,0
24299,2618.4,14.878,79.692,8.578,8.5,1.017,0.978,0.978,0.395,2.346,0.038,90.62,7.007,0
24300,2618.5,14.898,77.524,8.578,8.5,1.012,0.91,0.91,0.385,2.355,0.04,90.009,7.067,0
24301,2618.6,14.918,75.809,8.578,8.5,1.043,0.931,0.931,0.353,2.364,0.045,90.809,7.009,0
24302,2618.7,14.938,70.8,8.578,8.5,1.083,1.017,1.017,0.307,2.373,0.049,92.767,6.839,0
24303,2618.8,14.935,58.014,8.578,8.5,1.108,1.118,1.118,0.259,2.382,0.052,97.5,6.595,0
24304,2618.9,14.932,47.596,8.625,8.5,1.247,1.366,1.366,0.229,2.392,0.054,101.559,6.349,0
24305,2619.0,14.929,41.677,8.625,8.5,1.383,1.902,1.902,0.221,2.4,0.058,104.984,6.174,0
24306,2619.1,14.927,40.76,8.672,8.5,1.352,1.94,1.94,0.242,2.401,0.062,105.994,6.124,0
24307,2619.2,14.925,48.855,8.625,8.5,1.239,1.623,1.623,0.273,2.394,0.063,104.486,6.23,0
24308,2619.3,14.922,56.212,8.578,8.5,1.113,1.138,1.138,0.291,2.384,0.055,100.801,6.522,0
24309,2619.4,14.92,55.11,8.578,8.5,1.087,1.072,1.072,0.29,2.382,0.042,96.866,6.97,0
24310,2619.5,14.918,50.181,8.578,8.5,1.174,1.378,1.378,0.285,2.399,0.035,93.867,7.42,0
24311,2619.6,14.916,51.172,8.578,8.5,1.204,1.695,1.695,0.291,2.432,0.04,91.851,7.673,0
24312,2619.7,14.917,58.972,8.578,8.5,1.078,1.362,1.362,0.317,2.461,0.056,93.944,7.631,0
24313,2619.8,14.919,68.027,8.578,8.5,0.881,0.966,0.966,0.35,2.468,0.07,96.718,7.36,0
24314,2619.9,14.92,73.652,8.578,8.5,0.757,0.716,0.716,0.37,2.448,0.074,100.163,7.008,0
24315,2620.0,14.935,75.449,8.562,8.5,0.71,0.622,0.622,0.367,2.415,0.072,103.387,6.658,0
24316,2620.1,14.95,69.968,8.547,8.5,0.68,0.632,0.632,0.341,2.383,0.071,105.68,6.308,0
24317,2620.2,14.965,58.348,8.547,8.5,0.682,0.689,0.689,0.31,2.357,0.075,106.564,5.926,0
24318,2620.3,14.966,47.029,8.547,8.5,0.65,0.641,0.641,0.288,2.328,0.08,106.143,5.553,0
24319,2620.4,14.968,40.319,8.547,8.5,0.586,0.559,0.559,0.278,2.294,0.079,105.243,5.286,0
24320,2620.5,14.969,38.072,8.547,8.5,0.542,0.472,0.472,0.279,2.259,0.072,103.805,5.192,0
24321,2620.6,14.966,40.434,8.547,8.5,0.514,0.435,0.435,0.288,2.231,0.063,102.598,5.261,0
24322,2620.7,14.964,46.777,8.547,8.5,0.511,0.447,0.447,0.304,2.217,0.054,101.884,5.438,0
24323,2620.8,14.961,52.163,8.547,8.5,0.532,0.469,0.469,0.325,2.217,0.048,102.217,5.67,0
24324,2620.9,14.959,60.08,8.578,8.5,0.544,0.486,0.486,0.35,2.227,0.043,103.339,5.923,0
24325,2621.0,14.957,71.91,8.578,8.5,0.55,0.526,0.526,0.38,2.245,0.041,104.86,6.176,0
24326,2621.1,14.954,82.056,8.578,8.5,0.56,0.565,0.565,0.416,2.268,0.042,106.885,6.435,0
24327,2621.2,14.951,89.604,8.578,8.5,0.589,0.6,0.6,0.454,2.292,0.046,108.537,6.689,0
24328,2621.3,14.948,88.595,8.578,8.5,0.604,0.608,0.608,0.483,2.311,0.05,109.957,6.884,0
24329,2621.4,14.945,85.172,8.578,8.5,0.61,0.62,0.62,0.488,2.322,0.055,111.015,6.947,0
24330,2621.5,14.942,81.593,8.578,8.5,0.611,0.616,0.616,0.466,2.322,0.061,111.546,6.849,0
24331,2621.6,14.939,74.395,8.578,8.5,0.596,0.599,0.599,0.428,2.313,0.07,111.785,6.608,0
24332,2621.7,14.936,62.138,8.578,8.5,0.577,0.556,0.556,0.39,2.294,0.078,111.803,6.31,0
24333,2621.8,14.947,54.434,8.578,8.5,0.529,0.479,0.479,0.368,2.265,0.079,111.712,6.064,0
24334,2621.9,14.958,52.844,8.578,8.5,0.497,0.428,0.428,0.366,2.232,0.068,111.562,5.987,0
24335,2622.0,14.969,55.43,8.578,8.5,0.492,0.416,0.416,0.379,2.211,0.05,111.459,6.12,0
24336,2622.1,14.966,62.671,8.578,8.5,0.512,0.448,0.448,0.398,2.214,0.036,111.487,6.406,0
24337,2622.2,14.963,70.683,8.578,8.5,0.541,0.513,0.513,0.417,2.239,0.032,111.611,6.718,0
24338,2622.3,14.96,78.678,8.578,8.5,0.56,0.551,0.551,0.432,2.272,0.037,111.794,6.933,0
24339,2622.4,14.957,81.801,8.578,8.5,0.57,0.547,0.547,0.438,2.298,0.044,111.645,7.031,0
24340,2622.5,14.954,79.606,8.578,8.5,0.563,0.541,0.541,0.434,2.311,0.049,111.209,7.076,0
24341,2622.6,14.951,80.11,8.578,8.5,0.547,0.516,0.516,0.425,2.314,0.05,110.221,7.123,0
24342,2622.7,14.949,81.418,8.578,8.5,0.542,0.49,0.49,0.424,2.311,0.05,108.841,7.165,0
24343,2622.8,14.947,85.261,8.578,8.5,0.54,0.488,0.488,0.432,2.305,0.049,107.036,7.162,0
24344,2622.9,14.944,87.627,8.578,8.5,0.533,0.487,0.487,0.441,2.299,0.05,105.88,7.076,0
24345,2623.0,14.941,85.95,8.578,8.5,0.522,0.48,0.48,0.436,2.294,0.053,105.389,6.883,0
24346,2623.1,14.938,77.93,8.578,8.5,0.51,0.454,0.454,0.418,2.289,0.058,105.721,6.6,0
24347,2623.2,14.935,66.816,8.578,8.5,0.496,0.429,0.429,0.401,2.278,0.062,106.721,6.329,0
24348,2623.3,14.932,62.803,8.547,8.5,0.494,0.436,0.436,0.392,2.261,0.06,107.674,6.19,0
24349,2623.4,14.929,64.239,8.547,8.5,0.503,0.456,0.456,0.392,2.243,0.054,108.452,6.218,0
24350,2623.5,14.926,68.86,8.578,8.5,0.5,0.453,0.453,0.398,2.234,0.049,108.282,6.333,0
24351,2623.6,14.937,71.789,8.578,8.5,0.502,0.467,0.467,0.395,2.237,0.047,107.787,6.402,0
24352,2623.7,14.948,71.482,8.578,8.5,0.504,0.487,0.487,0.372,2.247,0.05,106.947,6.296,0
24353,2623.8,14.959,61.47,8.578,8.5,0.5,0.476,0.476,0.336,2.257,0.055,105.977,5.982,0
24354,2623.9,14.935,44.982,8.547,8.5,0.466,0.423,0.423,0.306,2.259,0.061,104.723,5.574,0
24355,2624.0,14.911,36.572,8.547,8.5,0.439,0.378,0.378,0.292,2.248,0.062,102.852,5.274,0
24356,2624.1,14.887,35.212,8.547,8.5,0.424,0.371,0.371,0.295,2.228,0.059,100.535,5.214,0
24357,2624.2,14.905,34.509,8.578,8.5,0.42,0.37,0.37,0.3,2.209,0.053,97.953,5.352,0
24358,2624.3,14.923,33.868,8.578,8.5,0.415,0.369,0.369,0.301,2.198,0.049,94.969,5.532,0
24359,2624.4,14.941,33.293,8.578,8.5,0.418,0.374,0.374,0.291,2.195,0.047,92.119,5.622,0
24360,2624.5,14.938,31.031,8.578,8.5,0.418,0.374,0.374,0.273,2.197,0.047,89.368,5.575,0
24361,2624.6,14.935,30.375,8.547,8.5,0.42,0.377,0.377,0.256,2.2,0.048,86.805,5.428,0
24362,2624.7,14.932,28.675,8.547,8.5,0.422,0.38,0.38,0.242,2.204,0.05,84.734,5.239,0
24363,2624.8,14.93,26.741,8.547,8.5,0.42,0.384,0.384,0.236,2.209,0.051,83.002,5.068,0
24364,2624.9,14.928,24.465,8.547,8.5,0.42,0.383,0.383,0.238,2.215,0.053,81.845,4.95,0
24365,2625.0,14.925,25.075,8.547,8.5,0.425,0.384,0.384,0.242,2.219,0.054,81.329,4.894,0
24366,2625.1,14.922,26.103,8.547,8.5,0.43,0.387,0.387,0.244,2.223,0.054,81.238,4.886,0
24367,2625.2,14.919,25.629,8.547,8.5,0.432,0.391,0.391,0.242,2.224,0.053,81.499,4.884,0
24368,2625.3,14.916,25.885,8.547,8.5,0.438,0.392,0.392,0.24,2.226,0.053,82.054,4.873,0
24369,2625.4,14.927,26.548,8.547,8.5,0.44,0.4,0.4,0.239,2.227,0.052,82.816,4.858,0
24370,2625.5,14.938,28.074,8.547,8.5,0.44,0.399,0.399,0.238,2.226,0.052,83.46,4.846,0
24371,2625.6,14.949,27.993,8.547,8.5,0.441,0.405,0.405,0.239,2.226,0.051,84.129,4.849,0
24372,2625.7,14.946,26.69,8.547,8.5,0.441,0.405,0.405,0.239,2.226,0.051,84.816,4.858,0
24373,2625.8,14.943,26.879,8.547,8.5,0.441,0.41,0.41,0.241,2.226,0.052,85.402,4.875,0
24374,2625.9,14.94,27.966,8.547,8.5,0.439,0.407,0.407,0.242,2.228,0.053,85.995,4.897,0
24375,2626.0,15.052,26.355,8.547,8.5,0.438,0.401,0.401,0.241,2.23,0.055,86.599,4.905,0
24376,2626.1,15.163,25.49,8.547,8.5,0.436,0.4,0.4,0.238,2.232,0.056,87.043,4.897,0
24377,2626.2,15.276,27.241,8.547,8.5,0.436,0.4,0.4,0.235,2.233,0.057,87.415,4.88,0
24378,2626.3,15.985,26.25,8.547,8.5,0.436,0.4,0.4,0.236,2.233,0.057,87.702,4.857,0
24379,2626.4,16.694,26.968,8.547,8.5,0.439,0.402,0.402,0.241,2.233,0.056,87.68,4.838,0
24380,2626.5,17.402,25.838,8.547,8.5,0.441,0.408,0.408,0.244,2.233,0.056,87.542,4.824,0
24381,2626.6,18.121,25.818,8.547,8.5,0.443,0.41,0.41,0.242,2.234,0.056,87.268,4.817,0
24382,2626.7,18.839,26.189,8.547,8.5,0.446,0.412,0.412,0.235,2.234,0.056,86.981,4.813,0
24383,2626.8,19.558,25.23,8.547,8.5,0.448,0.412,0.412,0.229,2.234,0.055,86.718,4.812,0
24384,2626.9,20.282,26.919,8.547,8.5,0.449,0.413,0.413,0.227,2.232,0.054,86.506,4.816,0
24385,2627.0,21.007,26.506,8.547,8.5,0.45,0.413,0.413,0.229,2.23,0.053,86.439,4.818,0
24386,2627.1,21.732,26.506,8.547,8.5,0.451,0.411,0.411,0.23,2.228,0.052,86.478,4.819,0
24387,2627.2,22.422,27.371,8.547,8.5,0.452,0.41,0.41,0.23,2.227,0.051,86.692,4.817,0
24388,2627.3,23.113,28.389,8.547,8.5,0.453,0.411,0.411,0.228,2.225,0.05,87.076,4.814,0
24389,2627.4,23.802,27.506,8.547,8.5,0.453,0.412,0.412,0.226,2.224,0.049,87.533,4.803,0
24390,2627.5,24.203,28.079,8.547,8.5,0.455,0.414,0.414,0.225,2.224,0.049,88.056,4.781,0
24391,2627.6,24.604,27.197,8.547,8.5,0.457,0.414,0.414,0.226,2.225,0.049,88.473,4.761,0
24392,2627.7,25.004,26.929,8.547,8.5,0.457,0.416,0.416,0.228,2.228,0.05,88.81,4.769,0
24393,2627.8,25.008,27.722,8.547,8.5,0.46,0.42,0.42,0.23,2.232,0.052,88.986,4.815,0
24394,2627.9,25.011,28.591,8.547,8.5,0.463,0.424,0.424,0.231,2.235,0.055,89.07,4.876,0
24395,2628.0,25.015,29.104,8.547,8.5,0.467,0.424,0.424,0.231,2.236,0.057,89.1,4.908,0
24396,2628.1,25.02,29.02,8.547,8.5,0.47,0.424,0.424,0.229,2.237,0.057,89.074,4.906,0
24397,2628.2,25.026,27.696,8.547,8.5,0.471,0.426,0.426,0.228,2.24,0.057,89.024,4.897,0
24398,2628.3,25.031,26.701,8.547,8.5,0.473,0.426,0.426,0.227,2.244,0.058,88.956,4.902,0
24399,2628.4,25.036,26.037,8.547,8.5,0.473,0.426,0.426,0.227,2.245,0.058,88.847,4.91,0
24400,2628.5,25.041,26.24,8.547,8.5,0.475,0.426,0.426,0.224,2.243,0.057,88.685,4.897,0
24401,2628.6,25.046,27.62,8.547,8.5,0.476,0.427,0.427,0.219,2.241,0.054,88.49,4.869,0
24402,2628.7,25.027,29.09,8.547,8.5,0.478,0.431,0.431,0.213,2.241,0.054,88.432,4.85,0
24403,2628.8,25.008,27.815,8.547,8.5,0.48,0.433,0.433,0.212,2.242,0.055,88.408,4.851,0
24404,2628.9,24.988,26.032,8.547,8.5,0.482,0.437,0.437,0.215,2.243,0.056,88.415,4.874,0
24405,2629.0,24.993,26.722,8.547,8.5,0.484,0.439,0.439,0.219,2.243,0.056,87.876,4.91,0
24406,2629.1,24.998,26.808,8.547,8.5,0.487,0.442,0.442,0.222,2.243,0.057,87.67,4.949,0
24407,2629.2,25.004,26.949,8.547,8.5,0.488,0.442,0.442,0.225,2.245,0.058,87.829,4.973,0
24408,2629.3,25.007,27.48,8.547,8.5,0.49,0.444,0.444,0.226,2.248,0.059,87.531,4.969,0
24409,2629.4,25.011,27.378,8.547,8.5,0.492,0.447,0.447,0.227,2.25,0.059,87.392,4.945,0
24410,2629.5,25.015,27.18,8.547,8.5,0.493,0.45,0.45,0.226,2.25,0.059,87.494,4.919,0
24411,2629.6,25.002,26.005,8.547,8.5,0.494,0.449,0.449,0.224,2.249,0.057,87.772,4.898,0
24412,2629.7,24.988,26.595,8.547,8.5,0.496,0.45,0.45,0.22,2.249,0.056,88.012,4.871,0
24413,2629.8,24.975,26.98,8.547,8.5,0.497,0.453,0.453,0.217,2.251,0.056,88.158,4.847,0
24414,2629.9,24.987,27.022,8.547,8.5,0.499,0.453,0.453,0.216,2.253,0.057,88.232,4.836,0
24415,2630.0,24.999,27.523,8.547,8.5,0.498,0.456,0.456,0.216,2.252,0.056,88.255,4.854,0
24416,2630.1,25.011,26.726,8.547,8.5,0.498,0.455,0.455,0.217,2.25,0.055,88.2,4.883,0
24417,2630.2,25.021,27.602,8.547,8.5,0.497,0.452,0.452,0.218,2.247,0.054,88.097,4.893,0
24418,2630.3,25.031,28.79,8.547,8.5,0.498,0.452,0.452,0.219,2.246,0.054,87.925,4.883,0
24419,2630.4,25.042,28.179,8.547,8.5,0.498,0.453,0.453,0.22,2.246,0.054,87.608,4.874,0
24420,2630.5,25.051,27.422,8.547,8.5,0.499,0.452,0.452,0.222,2.246,0.054,87.38,4.882,0
24421,2630.6,25.061,28.489,8.547,8.5,0.5,0.453,0.453,0.222,2.245,0.054,87.14,4.899,0
24422,2630.7,25.07,29.039,8.547,8.5,0.501,0.456,0.456,0.221,2.245,0.054,86.768,4.905,0
24423,2630.8,25.051,27.79,8.547,8.5,0.501,0.458,0.458,0.217,2.247,0.054,86.756,4.891,0
24424,2630.9,25.031,28.152,8.547,8.5,0.502,0.457,0.457,0.213,2.249,0.055,86.868,4.871,0
24425,2631.0,25.011,28.038,8.547,8.5,0.501,0.456,0.456,0.209,2.25,0.055,86.893,4.856,0
24426,2631.1,25.017,27.723,8.547,8.5,0.501,0.453,0.453,0.207,2.248,0.054,86.943,4.852,0
24427,2631.2,25.022,28.792,8.547,8.5,0.502,0.455,0.455,0.208,2.246,0.053,87.004,4.86,0
24428,2631.3,25.027,29.843,8.547,8.5,0.504,0.458,0.458,0.209,2.245,0.052,87.054,4.877,0
24429,2631.4,25.031,28.5,8.547,8.5,0.504,0.458,0.458,0.211,2.246,0.053,87.121,4.893,0
24430,2631.5,25.035,26.326,8.547,8.5,0.505,0.452,0.452,0.213,2.248,0.054,87.199,4.9,0
24431,2631.6,25.039,25.558,8.547,8.5,0.505,0.453,0.453,0.214,2.25,0.055,87.279,4.898,0
24432,2631.7,25.044,26.611,8.547,8.5,0.505,0.453,0.453,0.213,2.251,0.056,87.342,4.901,0
24433,2631.8,25.049,25.161,8.547,8.5,0.506,0.454,0.454,0.211,2.251,0.057,87.392,4.911,0
24434,2631.9,25.054,25.279,8.547,8.5,0.507,0.455,0.455,0.21,2.252,0.058,87.453,4.911,0
24435,2632.0,25.036,25.584,8.547,8.5,0.508,0.457,0.457,0.21,2.253,0.058,87.562,4.88,0
24436,2632.1,25.018,26.126,8.547,8.5,0.51,0.46,0.46,0.212,2.255,0.059,87.714,4.834,0
24437,2632.2,25.0,27.853,8.547,8.5,0.511,0.462,0.462,0.213,2.258,0.059,87.502,4.816,0
24438,2632.3,25.004,26.594,8.547,8.5,0.513,0.464,0.464,0.214,2.258,0.058,87.327,4.846,0
24439,2632.4,25.007,24.722,8.547,8.5,0.514,0.469,0.469,0.217,2.255,0.057,87.195,4.897,0
24440,2632.5,25.011,27.064,8.547,8.5,0.515,0.469,0.469,0.222,2.253,0.056,87.067,4.925,0
24441,2632.6,25.017,25.615,8.547,8.5,0.517,0.471,0.471,0.226,2.253,0.056,87.0,4.914,0
24442,2632.7,25.022,26.028,8.547,8.5,0.519,0.471,0.471,0.227,2.256,0.057,87.013,4.877,0
24443,2632.8,25.027,26.793,8.547,8.5,0.519,0.473,0.473,0.224,2.259,0.058,86.997,4.847,0
24444,2632.9,25.007,26.735,8.547,8.5,0.52,0.476,0.476,0.217,2.26,0.057,87.009,4.827,0
24445,2633.0,24.988,26.196,8.547,8.5,0.521,0.479,0.479,0.212,2.258,0.056,87.076,4.812,0
24446,2633.1,24.969,26.862,8.547,8.5,0.523,0.48,0.48,0.212,2.255,0.055,87.093,4.799,0
24447,2633.2,24.974,27.858,8.547,8.5,0.522,0.479,0.479,0.216,2.253,0.053,87.098,4.797,0
24448,2633.3,24.979,26.597,8.547,8.5,0.522,0.478,0.478,0.221,2.252,0.052,87.097,4.809,0
24449,2633.4,24.984,27.158,8.547,8.5,0.523,0.478,0.478,0.223,2.253,0.052,87.065,4.823,0
24450,2633.5,24.99,27.13,8.547,8.5,0.524,0.479,0.479,0.219,2.256,0.053,87.048,4.828,0
24451,2633.6,24.996,26.112,8.547,8.5,0.524,0.481,0.481,0.212,2.257,0.054,87.088,4.83,0
24452,2633.7,25.002,25.408,8.547,8.5,0.525,0.483,0.483,0.207,2.257,0.054,87.183,4.847,0
24453,2633.8,25.014,25.551,8.547,8.5,0.527,0.483,0.483,0.206,2.257,0.055,87.325,4.881,0
24454,2633.9,25.026,26.835,8.547,8.5,0.528,0.485,0.485,0.207,2.257,0.055,87.561,4.914,0
24455,2634.0,25.038,26.854,8.547,8.5,0.528,0.486,0.486,0.206,2.257,0.055,87.75,4.914,0
24456,2634.1,25.026,26.873,8.547,8.5,0.53,0.489,0.489,0.206,2.257,0.055,87.908,4.913,0
24457,2634.2,25.015,26.426,8.547,8.5,0.532,0.493,0.493,0.206,2.257,0.054,88.019,4.88,0
24458,2634.3,25.003,25.658,8.547,8.5,0.532,0.492,0.492,0.209,2.258,0.054,88.064,4.851,0
24459,2634.4,25.013,25.499,8.547,8.5,0.533,0.494,0.494,0.211,2.26,0.056,88.06,4.848,0
24460,2634.5,25.024,25.183,8.547,8.5,0.532,0.489,0.489,0.212,2.262,0.057,87.952,4.867,0
24461,2634.6,25.034,25.358,8.547,8.5,0.533,0.493,0.493,0.211,2.26,0.056,87.877,4.889,0
24462,2634.7,25.039,24.893,8.547,8.5,0.533,0.497,0.497,0.211,2.258,0.054,87.827,4.909,0
24463,2634.8,25.045,27.33,8.547,8.5,0.535,0.498,0.498,0.213,2.259,0.054,87.803,4.925,0
24464,2634.9,25.05,28.935,8.547,8.5,0.536,0.497,0.497,0.215,2.261,0.055,87.801,4.929,0
24465,2635.0,25.054,28.563,8.547,8.5,0.537,0.502,0.502,0.215,2.263,0.056,87.814,4.913,0
24466,2635.1,25.058,26.96,8.547,8.5,0.538,0.501,0.501,0.215,2.264,0.055,87.816,4.888,0
24467,2635.2,25.062,26.86,8.547,8.5,0.541,0.499,0.499,0.215,2.265,0.054,87.786,4.866,0
24468,2635.3,25.044,27.571,8.547,8.5,0.542,0.499,0.499,0.217,2.266,0.054,87.726,4.856,0
24469,2635.4,25.026,28.239,8.547,8.5,0.543,0.5,0.5,0.218,2.266,0.053,87.618,4.847,0
24470,2635.5,25.007,29.113,8.547,8.5,0.546,0.504,0.504,0.218,2.265,0.053,87.512,4.834,0
24471,2635.6,25.013,26.902,8.547,8.5,0.547,0.506,0.506,0.217,2.265,0.053,87.407,4.828,0
24472,2635.7,25.018,27.983,8.547,8.5,0.547,0.506,0.506,0.217,2.265,0.053,87.354,4.844,0
24473,2635.8,25.023,28.978,8.547,8.5,0.547,0.505,0.505,0.218,2.265,0.054,87.324,4.877,0
24474,2635.9,25.027,27.162,8.547,8.5,0.547,0.506,0.506,0.219,2.264,0.055,87.324,4.91,0
24475,2636.0,25.031,28.97,8.547,8.5,0.548,0.506,0.506,0.219,2.262,0.054,87.279,4.928,0
24476,2636.1,25.035,28.467,8.547,8.5,0.548,0.504,0.504,0.218,2.261,0.053,87.219,4.934,0
24477,2636.2,25.016,28.766,8.547,8.5,0.551,0.509,0.509,0.216,2.262,0.053,87.142,4.937,0
24478,2636.3,24.998,30.658,8.547,8.5,0.554,0.516,0.516,0.213,2.266,0.055,87.051,4.941,0
24479,2636.4,24.98,29.648,8.547,8.5,0.556,0.517,0.517,0.212,2.268,0.057,86.978,4.943,0
